frequency_mhz,level_dbm,efficiency,buffer_voltage_mv,resistance,pwr_pw
868,-4.002,-0.127,3000.0,0,-505363.0
868,-3.083,8.025,3000.0,0,39458906.0
868,-2.085,26.115,3000.0,0,161580903.0
868,-1.046,42.038,3000.0,0,330401527.0
868,-0.008,51.21,3000.0,0,511157545.0
868,1.31,57.962,3000.0,0,783688299.0
868,1.989,59.236,3000.0,0,936452438.0
868,2.987,59.873,3000.0,0,1191052814.0
868,3.986,58.854,3000.0,0,1473587690.0
868,5.024,56.815,3000.0,0,1806604181.0
868,6.022,54.013,3000.0,0,2161216625.0
868,6.981,53.248,3000.0,0,2657071862.0
868,7.979,58.854,3000.0,0,3695523641.0
868,8.978,62.93,3000.0,0,4973449720.0
868,9.976,67.134,3000.0,0,6676402702.0
868,11.014,69.936,3000.0,0,8832848655.0
868,11.973,71.338,3000.0,0,11236237997.0
868,13.011,71.338,3000.0,0,14269899993.0
868,14.01,70.701,3000.0,0,17800227647.0
868,14.968,68.535,3000.0,0,21513566688.0
868,16.006,65.478,3000.0,0,26103299454.0
868,17.005,62.675,3000.0,0,31448094991.0
868,18.043,58.854,3000.0,0,37503861391.0
868,19.042,56.306,3000.0,0,45160077233.0
868,20.0,51.338,3000.0,0,51338000000.0
915,-4.96,9.554,3000.0,0,30491953.0
915,-4.042,26.242,3000.0,0,103465826.0
915,-2.963,41.911,3000.0,0,211849783.0
915,-1.965,51.083,3000.0,0,324919963.0
915,-1.046,57.07,3000.0,0,448546913.0
915,0.032,60.0,3000.0,0,604437291.0
915,0.99,60.637,3000.0,0,761618889.0
915,1.989,59.873,3000.0,0,946522669.0
915,3.027,58.089,3000.0,0,1166256024.0
915,3.986,55.669,3000.0,0,1393841593.0
915,5.024,52.484,3000.0,0,1668886981.0
915,6.022,50.828,3000.0,0,2033775547.0
915,6.981,56.688,3000.0,0,2828727646.0
915,8.019,62.548,3000.0,0,3963815463.0
915,8.978,65.478,3000.0,0,5174821878.0
915,9.976,68.408,3000.0,0,6803100605.0
915,11.014,69.936,3000.0,0,8832848655.0
915,11.973,70.446,3000.0,0,11095741707.0
915,13.011,69.936,3000.0,0,13989454792.0
915,14.01,68.662,3000.0,0,17286873321.0
915,15.008,66.497,3000.0,0,21066968827.0
915,16.046,63.185,3000.0,0,25422250270.0
915,17.005,60.127,3000.0,0,30169598844.0
915,18.003,56.561,3000.0,0,35712238983.0
915,19.002,54.14,3000.0,0,43024739691.0
915,20.0,52.739,3000.0,0,52739000000.0
950,-4.96,0.0,3000.0,0,0.0
950,-4.042,20.51,3000.0,0,80865944.0
950,-3.003,34.777,3000.0,0,174177525.0
950,-2.005,44.968,3000.0,0,283402432.0
950,-1.006,50.446,3000.0,0,400153607.0
950,-0.008,54.522,3000.0,0,544216592.0
950,0.99,55.541,3000.0,0,697611602.0
950,1.989,54.904,3000.0,0,867968543.0
950,2.987,53.376,3000.0,0,1061808077.0
950,3.986,51.083,3000.0,0,1279017229.0
950,5.024,49.554,3000.0,0,1575718799.0
950,6.022,55.032,3000.0,0,2201989767.0
950,6.981,60.51,3000.0,0,3019445207.0
950,8.019,64.459,3000.0,0,4084920076.0
950,8.978,65.478,3000.0,0,5174821878.0
950,10.016,67.771,3000.0,0,6802113808.0
950,10.974,68.79,3000.0,0,8608456901.0
950,12.013,68.917,3000.0,0,10955352704.0
950,13.011,68.153,3000.0,0,13632797306.0
950,14.01,66.752,3000.0,0,16805997028.0
950,14.968,65.35,3000.0,0,20513775196.0
950,16.006,61.783,3000.0,0,24630259785.0
950,17.005,58.726,3000.0,0,29466626669.0
950,18.003,55.796,3000.0,0,35229223075.0
950,19.002,52.739,3000.0,0,41911373228.0
950,20.0,48.79,3000.0,0,48790000000.0
