frequency_mhz,level_dbm,efficiency,buffer_voltage_mv,resistance,pwr_pw
850.0,-20.0,0.0,12.0,959538.0,150.0
850.0,-19.5,0.0,16.0,959538.0,266.0
850.0,-19.0,0.0,22.0,959538.0,504.0
850.0,-18.5,0.01,30.0,959538.0,937.0
850.0,-18.0,0.01,41.0,959538.0,1751.0
850.0,-17.5,0.02,54.0,959538.0,3038.0
850.0,-17.0,0.02,69.0,959538.0,4961.0
850.0,-16.5,0.04,87.0,959538.0,7888.0
850.0,-16.0,0.05,107.0,959538.0,11931.0
850.0,-15.5,0.06,129.0,959538.0,17342.0
850.0,-15.0,0.08,156.0,959538.0,25362.0
850.0,-14.5,0.1,184.0,959538.0,35283.0
850.0,-14.0,0.12,216.0,959538.0,48623.0
850.0,-13.5,0.15,251.0,959538.0,65657.0
850.0,-13.0,0.17,290.0,959538.0,87646.0
850.0,-12.5,0.2,331.0,959538.0,114180.0
850.0,-12.0,0.23,377.0,959538.0,148122.0
850.0,-11.5,0.26,421.0,959538.0,184714.0
850.0,-11.0,0.29,473.0,959538.0,233163.0
850.0,-10.5,0.33,528.0,959538.0,290539.0
850.0,-10.0,0.36,588.0,959538.0,360323.0
850.0,-9.5,0.39,651.0,959538.0,441671.0
850.0,-9.0,0.43,717.0,959538.0,535767.0
850.0,-8.5,0.45,782.0,959538.0,637310.0
850.0,-8.0,0.47,844.0,959538.0,742373.0
850.0,-7.5,0.48,908.0,959538.0,859230.0
850.0,-7.0,0.49,973.0,959538.0,986650.0
850.0,-6.5,0.51,1043.0,959538.0,1133721.0
850.0,-6.0,0.52,1116.0,959538.0,1297974.0
850.0,-5.5,0.53,1194.0,959538.0,1485752.0
850.0,-5.0,0.54,1276.0,959538.0,1696833.0
850.0,-4.5,0.55,1364.0,959538.0,1938949.0
850.0,-4.0,0.55,1454.0,959538.0,2203264.0
850.0,-3.5,0.56,1547.0,959538.0,2494126.0
850.0,-3.0,7.65,1547.0,62414.0,38344105.0
850.0,-2.5,14.06,1537.0,29873.0,79080407.0
850.0,-2.0,19.52,1523.0,18831.0,123176092.0
850.0,-1.5,23.59,1516.0,13759.0,167036557.0
850.0,-1.0,27.07,1500.0,10462.0,215064041.0
850.0,-0.5,28.51,1544.0,9381.0,254123867.0
850.0,0.0,30.84,1538.0,7670.0,308402086.0
850.0,0.5,33.55,1535.0,6259.0,376453906.0
850.0,1.0,34.67,1534.0,5391.0,436497124.0
850.0,1.5,35.36,1529.0,4681.0,499431958.0
850.0,2.0,35.8,1529.0,4120.0,567437135.0
850.0,2.5,36.09,1526.0,3628.0,641862183.0
850.0,3.0,37.09,1536.0,3188.0,740055207.0
850.0,3.5,40.16,1536.0,2624.0,899121951.0
850.0,4.0,44.08,1536.0,2131.0,1107130924.0
850.0,4.5,38.96,1543.0,2168.0,1098177583.0
850.0,5.0,43.55,1536.0,1713.0,1377288966.0
850.0,5.5,47.43,1525.0,1382.0,1682796671.0
850.0,6.0,49.94,1533.0,1182.0,1988230964.0
850.0,6.5,51.69,1518.0,998.0,2308941883.0
850.0,7.0,52.37,1531.0,893.0,2624816349.0
850.0,7.5,53.02,1526.0,781.0,2981659411.0
850.0,8.0,52.73,1474.0,653.0,3327222052.0
850.0,8.5,52.98,1520.0,616.0,3750649350.0
850.0,9.0,52.26,1500.0,542.0,4151291512.0
850.0,9.5,48.19,1531.0,505.0,4294967295.0
850.0,10.0,42.95,1480.0,431.0,4294967295.0
862.5,-20.0,0.0,12.0,959538.0,150.0
862.5,-19.5,0.0,16.0,959538.0,266.0
862.5,-19.0,0.0,22.0,959538.0,504.0
862.5,-18.5,0.01,30.0,959538.0,937.0
862.5,-18.0,0.01,41.0,959538.0,1751.0
862.5,-17.5,0.02,54.0,959538.0,3038.0
862.5,-17.0,0.03,70.0,959538.0,5106.0
862.5,-16.5,0.04,88.0,959538.0,8070.0
862.5,-16.0,0.05,109.0,959538.0,12382.0
862.5,-15.5,0.07,133.0,959538.0,18434.0
862.5,-15.0,0.08,160.0,959538.0,26679.0
862.5,-14.5,0.1,189.0,959538.0,37227.0
862.5,-14.0,0.13,222.0,959538.0,51362.0
862.5,-13.5,0.15,257.0,959538.0,68834.0
862.5,-13.0,0.18,297.0,959538.0,91928.0
862.5,-12.5,0.21,339.0,959538.0,119767.0
862.5,-12.0,0.24,385.0,959538.0,154475.0
862.5,-11.5,0.27,432.0,959538.0,194493.0
862.5,-11.0,0.31,485.0,959538.0,245144.0
862.5,-10.5,0.34,541.0,959538.0,305022.0
862.5,-10.0,0.38,601.0,959538.0,376432.0
862.5,-9.5,0.41,664.0,959538.0,459487.0
862.5,-9.0,0.44,730.0,959538.0,555371.0
862.5,-8.5,0.47,795.0,959538.0,658676.0
862.5,-8.0,0.48,857.0,959538.0,765419.0
862.5,-7.5,0.5,921.0,959538.0,884009.0
862.5,-7.0,0.51,989.0,959538.0,1019366.0
862.5,-6.5,0.52,1059.0,959538.0,1168771.0
862.5,-6.0,0.53,1135.0,959538.0,1342547.0
862.5,-5.5,0.55,1215.0,959538.0,1538474.0
862.5,-5.0,0.56,1299.0,959538.0,1758555.0
862.5,-4.5,0.57,1389.0,959538.0,2010677.0
862.5,-4.0,0.57,1478.0,959538.0,2276599.0
862.5,-3.5,2.77,1542.0,191995.0,12384510.0
862.5,-3.0,9.25,1545.0,51494.0,46355400.0
862.5,-2.5,15.27,1534.0,27402.0,85875337.0
862.5,-2.0,20.27,1522.0,18111.0,127904809.0
862.5,-1.5,24.11,1512.0,13395.0,170671444.0
862.5,-1.0,27.18,1503.0,10462.0,215925157.0
862.5,-0.5,28.59,1543.0,9344.0,254799764.0
862.5,0.0,30.69,1538.0,7707.0,306921499.0
862.5,0.5,32.79,1535.0,6404.0,367930199.0
862.5,1.0,33.77,1531.0,5514.0,425092673.0
862.5,1.5,34.41,1526.0,4791.0,486052181.0
862.5,2.0,34.79,1527.0,4229.0,551366516.0
862.5,2.5,35.28,1527.0,3717.0,627314769.0
862.5,3.0,37.14,1537.0,3188.0,741019134.0
862.5,3.5,40.84,1538.0,2587.0,914357943.0
862.5,4.0,44.89,1537.0,2095.0,1127622434.0
862.5,4.5,40.37,1544.0,2095.0,1137916945.0
862.5,5.0,44.63,1538.0,1676.0,1411362768.0
862.5,5.5,47.93,1533.0,1382.0,1700498552.0
862.5,6.0,49.81,1531.0,1182.0,1983046531.0
862.5,6.5,50.94,1507.0,998.0,2275600200.0
862.5,7.0,51.08,1512.0,893.0,2560071668.0
862.5,7.5,51.03,1497.0,781.0,2869409731.0
862.5,8.0,50.84,1506.0,707.0,3207971711.0
862.5,8.5,49.96,1476.0,616.0,3536649350.0
862.5,9.0,49.77,1513.0,579.0,3953659758.0
862.5,9.5,48.19,1475.0,505.0,4294967295.0
862.5,10.0,42.95,1502.0,468.0,4294967295.0
875.0,-20.0,0.0,9.0,959538.0,84.0
875.0,-19.5,0.0,12.0,959538.0,150.0
875.0,-19.0,0.0,17.0,959538.0,301.0
875.0,-18.5,0.0,24.0,959538.0,600.0
875.0,-18.0,0.01,34.0,959538.0,1204.0
875.0,-17.5,0.01,45.0,959538.0,2110.0
875.0,-17.0,0.02,60.0,959538.0,3751.0
