868,-4.001597444089458,-0.1273885350318551
868,-3.083067092651758,8.025477707006374
868,-2.084664536741215,26.11464968152866
868,-1.046325878594251,42.038216560509554
868,-0.007987220447287058,51.210191082802545
868,1.3099041533546316,57.961783439490446
868,1.9888178913738006,59.23566878980891
868,2.9872204472843418,59.87261146496815
868,3.9856230031948847,58.853503184713375
868,5.0239616613418505,56.81528662420382
868,6.022364217252392,54.01273885350318
868,6.980830670926515,53.2484076433121
868,7.9792332268370565,58.853503184713375
868,8.977635782747601,62.92993630573248
868,9.976038338658146,67.13375796178343
868,11.014376996805108,69.93630573248407
868,11.972843450479228,71.3375796178344
868,13.011182108626194,71.3375796178344
868,14.009584664536735,70.70063694267516
868,14.968051118210855,68.53503184713375
868,16.00638977635782,65.47770700636943
868,17.004792332268366,62.67515923566879
868,18.043130990415328,58.853503184713375
868,19.041533546325873,56.30573248407643
868,19.999999999999996,51.33757961783439
