915,-4.960063897763578,9.554140127388536,3.0
915,-4.041533546325879,26.242038216560502,3.0
915,-2.963258785942493,41.910828025477706,3.0
915,-1.96485623003195,51.0828025477707,3.0
915,-1.046325878594251,57.07006369426751,3.0
915,0.0319488817891358,60,3.0
915,0.9904153354632577,60.63694267515923,3.0
915,1.9888178913738006,59.87261146496815,3.0
915,3.0271565495207646,58.089171974522294,3.0
915,3.9856230031948847,55.6687898089172,3.0
915,5.0239616613418505,52.48407643312102,3.0
915,6.022364217252392,50.82802547770701,3.0
915,6.980830670926515,56.68789808917197,3.0
915,8.019169329073481,62.54777070063694,3.0
915,8.977635782747601,65.47770700636943,3.0
915,9.976038338658146,68.40764331210191,3.0
915,11.014376996805108,69.93630573248407,3.0
915,11.972843450479228,70.44585987261146,3.0
915,13.011182108626194,69.93630573248407,3.0
915,14.009584664536735,68.6624203821656,3.0
915,15.00798722044728,66.4968152866242,3.0
915,16.046325878594242,63.18471337579618,3.0
915,17.004792332268366,60.12738853503185,3.0
915,18.003194888178907,56.560509554140125,3.0
915,19.001597444089448,54.140127388535035,3.0
915,19.999999999999996,52.73885350318471,3.0
